guid,description,typology
dc18efd3-210f-443a-8ba4-58ccf7069e1b,"Рекламный лист «Гречишкинская весна. Открытый фестиваль пленэрной живописи на Ставрополье, посвященный 70-летию Победы в Великой Отечественной войне».",предметы печатной продукции
9c001f93-a8bb-4008-a842-27a987ee923c,"Журнал     Современный театр : Театральный еженедельник №3, 15 января 1929 г. / Отв. ред. А. Р. Орлинский. - Москва : Теа-Кино-Печать, 1929. - С.33-48 : ил. - 20000 экз.",предметы печатной продукции
80e0deed-ce38-43fe-8275-8013ab478d9e,"Этюд. ""Пейзаж"".",живопись
1d4b99d1-39e5-42d3-a762-42b11f3965db,Письмо с фронта.,документы
5b231293-cc26-4178-a684-d7bc93d8bf63,"Картина ""Сборы на рыбную ловлю""",живопись
38c6eef8-8af2-45ac-9f28-423dcd363587, Модель пушки.,оружие
9976d920-1d72-4136-b592-f8536508cba0,"Программа. ""Евгений Онегин"" (Дирижер - Сахаров С.С. Постановка - Покровский Б.А. Художник - Вильямс П.В.). Москва, Государственный академический Большой театр СССР",документы
149efb57-7d05-4052-bda6-36250d250685,"Пчельников Павел Михайлович (управляющий конторой Императорских Московских театров). Распоряжение №191 о вынесении признательности Кондратьеву Алексею Михайловичу за постановку пьесы ""В деревне"" А.Ф.Федотова в Малом театре. Писарской рукой. Подпись П.М.Пчельникова. ""В деревне"". Москва, Императорский Малый театр",документы
268b4fb6-a371-41bc-b066-54cdfa099e17,"Грампластинка. Сцена из III акта пьесы Н. Вирты ""Заговор обреченных"". Исполняют: К. Зубов, Н. Комиссаров. ""Заговор обреченных"". Москва, Государственный академический Малый театр СССР",прочие
316d6e4c-f402-417d-a471-80234d1cd00d,Книга. Сочинения,редкие книги
0b8e76de-3f71-40d7-874f-312e2807bbdd,Снежные заносы. Рисунок,живопись
1434e525-20fd-4040-8893-a88b4003ea11,Флажок Международного фестиваля «Народное единство 2017»,документы
78055fce-2f75-4b60-9c10-418b8183c7bc,"Киноплакат ""На подмостках сцены"".",предметы печатной продукции
3a212c45-939c-4a38-a3c0-803d5d4deff4,"Газета. ""Амурская звезда"". №7 (11059).",документы
f6e3537c-0297-47c5-8ef4-fe10576cea04,"Пробуждение. 1958 - 1960. Художественная выставка ""Советская Россия"". Репродукция работы худ. Щербакова Е. С.   ",предметы печатной продукции
ed25d500-6d50-49eb-842d-05ef0a8ab88c,Портьера,"предметы прикладного искусства, быта и этнографии"
7ec6e004-a57e-45c9-a907-383c726f266f,"Журнал. ""Известия отделения русского языка и словесности Академии наук Союза советских социалистических республик 1926 года"".",документы
80762303-8766-471d-9e8b-7811c5a6962b,Кругликов Семен Николаевич (критик). Поздравительная телеграмма Кондратьеву Алексею Михайловичу в связи с 40-летним юбилеем творческой деятельности.,документы
f76c584c-1fce-446c-b817-fe0e8a88ed8e,Шульц Николай Михайлович. Письмо к Обуховой Надежде Андреевне личного характера.,документы
ed39bd61-4a51-4550-bbaf-2f8198aa1533,"Книга. Н.Тихонов ""Ленинградский год"".",редкие книги
2b01d7d4-deb6-4fe0-adde-f34315d20a34,Фишка для игры в карты.,"предметы прикладного искусства, быта и этнографии"
bac52e33-04ed-4132-8fc9-4d646ff49a9e,"Программа. ""Цыганский барон"". Узбекистан, Коканд; ., Русские артисты комической оперы и оперетки",документы
50cb3e6c-f81f-4a06-a160-c241ce6253be,Танцовщица Т. Гергесова. 1953. Репродукция работы худ. Шестаковой М. Е.   ,предметы печатной продукции
c0271613-0dfd-4757-a04b-99d3a22aca88,Письмо В.В. Зубову от М.А. Зубова о пребывании в Армавире и с поздравлением с праздником Пасхи,документы
a05e8085-d912-4240-9353-e624cd074b9f,"Книга  Die Deutsche Geschichte in Bildern, nach Originalzeichnungen deutscher Künstler, mit erklärendem Texte von Dr. F. Bülau, Professor an der Universität zu Leipzig, fortgesetzt von Dr. H.B. Chr. Brandes, Privatdocent der  Geschichte a. d. Universität zu Leipzig.  und Dr. Th. Flathe, Oberlehrer am k. Gymnasium zu Plauen.",редкие книги
